"ENSEMBL","baseMean","log2FoldChange","lfcSE","pvalue","padj","SYMBOL","GENENAME"
"ENSG00000138623",242.04551516818,-0.89849609035077,0.220546041566512,4.86829244091737e-06,0.000108191841798849,"SEMA7A","semaphorin 7A (JohnMiltonHagen blood group)"
"ENSG00000179833",1775.85975337618,0.582242916731986,0.137942813492627,5.44057500290661e-06,0.000120070467772481,"SERTAD2","SERTA domain containing 2"
"ENSG00000172137",64.233418891396,1.47714842687491,0.378537680703882,5.78987478724769e-06,0.000126898083268091,"CALB2","calbindin 2"
"ENSG00000169045",2504.50366977448,-0.637266289053718,0.152522666242135,6.06723547117925e-06,0.000131167852567399,"HNRNPH1","heterogeneous nuclear ribonucleoprotein H1"
"ENSG00000223496",686.751882151532,0.66670816730973,0.160994505192818,6.04493583008224e-06,0.000131167852567399,"EXOSC6","exosome component 6"
"ENSG00000168899",104.866396910899,1.11693608994438,0.282365844526084,6.12412133277404e-06,0.000131503091861864,"VAMP5","vesicle associated membrane protein 5"
"ENSG00000176678",245.472381895159,-0.92785589496568,0.232315005721285,6.3072890619747e-06,0.000134527279456078,"FOXL1","forkhead box L1"
"ENSG00000206503",5408.94008326544,0.652481397987644,0.15776697014678,6.47666900978572e-06,0.00013721902742066,"HLA-A","major histocompatibility complex, class I, A"
"ENSG00000196981",279.526789805083,0.855161306103561,0.212443236812787,6.53729112930854e-06,0.000137586166946639,"WDR5B","WD repeat domain 5B"
"ENSG00000130700",50.8921685018986,-1.57795877945686,0.414838589774805,8.08713051588363e-06,0.000167175633032042,"GATA5","GATA binding protein 5"
"ENSG00000204516",1119.63049597164,-0.534977108554959,0.128587828554187,8.10102186498881e-06,0.000167175633032042,"MICB","MHC class I polypeptide-related sequence B"
"ENSG00000228253",21044.3827011451,0.748859263755344,0.185970939260216,8.0777341194124e-06,0.000167175633032042,"MT-ATP8","ATP synthase F0 subunit 8"
"ENSG00000254726",390.791482440578,-0.696226665444088,0.173089484471335,9.06947043094957e-06,0.000185953400190695,"MEX3A","mex-3 RNA binding family member A"
"ENSG00000174332",7.93629728719473,-6.54464000113315,2.70952845505701,1.00349781486119e-05,0.000204430516386466,"GLIS1","GLIS family zinc finger 1"
"ENSG00000183943",354.094145938377,-0.800917842410813,0.203707743040863,1.02399040008053e-05,0.000207276528118211,"PRKX","protein kinase cAMP-dependent X-linked catalytic subunit"
"ENSG00000177283",24.936047563421,-2.61906180351074,0.71424507097286,1.12518018622711e-05,0.00022631788809049,"FZD8","frizzled class receptor 8"
"ENSG00000167653",151.039680827237,1.01789897256104,0.265829014711348,1.14851844527337e-05,0.000228124476192422,"PSCA","prostate stem cell antigen"
"ENSG00000176444",524.837712422022,-0.641030137366014,0.160142430387827,1.14620482652662e-05,0.000228124476192422,"CLK2","CDC like kinase 2"
"ENSG00000244462",3114.47993773165,-0.541347747349634,0.132516006666445,1.16259612195375e-05,0.000229486364942175,"RBM12","RNA binding motif protein 12"
"ENSG00000104967",83.7691675566997,1.22034344469174,0.325021539673571,1.19238611620951e-05,0.000233913770204557,"NOVA2","NOVA alternative splicing regulator 2"
"ENSG00000125944",6294.25167229081,-0.531401797523729,0.131113438016426,1.2996342235184e-05,0.000253388807505611,"HNRNPR","heterogeneous nuclear ribonucleoprotein R"
"ENSG00000142408",3530.25435123917,0.44944303217969,0.109316925259257,1.36264056986983e-05,0.000264053154332092,"CACNG8","calcium voltage-gated channel auxiliary subunit gamma 8"
"ENSG00000198855",174.575392391867,0.869443003957665,0.22677956460557,1.38739601157501e-05,0.000267220880290024,"FICD","FIC domain protein adenylyltransferase"
"ENSG00000004478",2207.82992072386,-0.4797928724828,0.11797669671303,1.46027255546857e-05,0.000279563022968621,"FKBP4","FKBP prolyl isomerase 4"
"ENSG00000137868",56.1073991297548,-1.31687851506151,0.361628629203977,1.70592925001354e-05,0.000324637314763055,"STRA6","signaling receptor and transporter of retinol STRA6"
"ENSG00000225614",221.452659833872,1.14752605720038,0.311590073229468,1.71817943299061e-05,0.000325022276074057,"ZNF469","zinc finger protein 469"
"ENSG00000174327",237.393342451778,0.835571975180961,0.220174854880388,1.73056069227009e-05,0.000325427330179547,"SLC16A13","solute carrier family 16 member 13"
"ENSG00000079257",2996.93103101739,0.576204143023052,0.145924584159033,1.76719486986724e-05,0.000330361488025771,"LXN","latexin"
"ENSG00000064195",79.4933325743538,1.14482735394484,0.317622280343174,2.35665665918256e-05,0.000437979816542817,"DLX3","distal-less homeobox 3"
"ENSG00000221963",939.221928917988,0.683326912593528,0.180634733151513,2.53303082165162e-05,0.000468021625070282,"APOL6","apolipoprotein L6"
"ENSG00000213672",384.929209013294,-0.667675710275592,0.178110253442772,2.96782821027887e-05,0.000545188326720592,"NCKIPSD","NCK interacting protein with SH3 domain"
"ENSG00000043591",208.827757446403,-0.779880403700395,0.212426536382774,3.0627792746729e-05,0.000559397272121291,"ADRB1","adrenoceptor beta 1"
"ENSG00000157881",303.906653301486,-0.758465716148089,0.206077920392585,3.09895048117758e-05,0.000562769407381849,"PANK4","pantothenate kinase 4 (inactive)"
"ENSG00000235961",83.7262188394113,1.17905983087334,0.335145107248508,3.12355160604586e-05,0.000564014034318962,"PNMA6A","PNMA family member 6A"
"ENSG00000235961",83.7262188394113,1.17905983087334,0.335145107248508,3.12355160604586e-05,0.000564014034318962,"LOC128966702","paraneoplastic antigen-like protein 6A"
"ENSG00000189060",5824.40482973515,0.4236701089712,0.108668711590873,3.34424090755424e-05,0.000600451842045615,"H1-0","H1.0 linker histone"
"ENSG00000231274",90.9723054665891,1.10589711719498,0.315613439483312,3.41322049868479e-05,0.000609394086787656,"SBK3","SH3 domain binding kinase family member 3"
"ENSG00000198886",103908.734882948,0.516717605939912,0.134714420374883,3.62089355938609e-05,0.000642860320208324,"MT-ND4","NADH dehydrogenase subunit 4"
"ENSG00000291237",3784.25493647803,0.464643862707647,0.120313441122742,3.70046899430177e-05,0.000653338359105056,"SOD2","superoxide dismutase 2"
"ENSG00000034713",1066.15315845721,0.597780377547203,0.159592690395849,3.73270474149908e-05,0.000655388710965971,"GABARAPL2","GABA type A receptor associated protein like 2"
"ENSG00000160932",835.456146970668,0.685838179508538,0.186530681499061,3.80348760852938e-05,0.000655556238541027,"LY6E","lymphocyte antigen 6 family member E"
"ENSG00000161013",4331.53830042393,0.563744882706618,0.149552269273408,3.78894995418083e-05,0.000655556238541027,"MGAT4B","alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B"
"ENSG00000172840",932.789474492599,0.603096482112216,0.161327661911815,3.75565606359407e-05,0.000655556238541027,"PDP2","pyruvate dehydrogenase phosphatase catalytic subunit 2"
"ENSG00000198888",55524.2371165944,0.485658155669038,0.129839183031963,3.81617067747294e-05,0.000655556238541027,"MT-ND1","NADH dehydrogenase subunit 1"
"ENSG00000184845",201.366882626807,-0.76124896277056,0.210716875765979,3.9891933459039e-05,0.000681594432972183,"DRD1","dopamine receptor D1"
"ENSG00000144909",1064.08643402003,0.56180514629115,0.149906950537331,4.13235725760233e-05,0.000702279752120867,"OSBPL11","oxysterol binding protein like 11"
"ENSG00000204186",386.906792630939,0.723892164361893,0.200165834883525,4.3637107762362e-05,0.000737652811004183,"ZDBF2","zinc finger DBF-type containing 2"
"ENSG00000204592",2479.84337477939,0.479878800003888,0.126229889356061,4.47391701850045e-05,0.000752280861629335,"HLA-E","major histocompatibility complex, class I, E"
"ENSG00000184163",169.680530762256,-1.02720616141825,0.299042018076861,4.82302041845801e-05,0.000806713625782081,"C1QTNF12","C1q and TNF related 12"
"ENSG00000166794",4929.89911624704,0.466887891847006,0.123610366648513,5.10285306284952e-05,0.000849050630038523,"PPIB","peptidylprolyl isomerase B"
"ENSG00000102921",653.697907195091,0.586049880430905,0.159656580439085,5.17154969985823e-05,0.000855999215945285,"N4BP1","NEDD4 binding protein 1"
"ENSG00000173432",14.664812455551,2.50937747380403,0.783808667961659,6.12471266128909e-05,0.00100851486205061,"SAA1","serum amyloid A1"
"ENSG00000244509",630.541044195441,0.530322569225388,0.144598497189952,6.2722630544406e-05,0.00102748721582537,"APOBEC3C","apolipoprotein B mRNA editing enzyme catalytic subunit 3C"
"ENSG00000265763",275.669526638552,-0.692374019334205,0.19651819646592,6.55933931162196e-05,0.0010690041196069,"ZNF488","zinc finger protein 488"
"ENSG00000198727",50532.5329657432,0.484846816945502,0.131249627091517,6.629820044883e-05,0.00107497796442032,"MT-CYB","cytochrome b"
"ENSG00000185798",417.116164721875,0.630496414286904,0.176733788613653,6.67946838948256e-05,0.00107753048435409,"WDR53","WD repeat domain 53"
"ENSG00000183114",11.0527760217561,-4.3463803045735,1.24949507180194,7.25006879168343e-05,0.00116367265757424,"FAM43B","family with sequence similarity 43 member B"
"ENSG00000196449",375.809300911652,-0.586063163563704,0.164723180046175,7.82406310586569e-05,0.00124949108293674,"YRDC","yrdC N6-threonylcarbamoyltransferase domain containing"
"ENSG00000203778",203.772978067193,-0.81610115531971,0.241002159915022,8.09751696375493e-05,0.00128669544554066,"FAM229B","family with sequence similarity 229 member B"
"ENSG00000230797",103.428297662919,0.999126819521646,0.30266444596027,8.18351924393529e-05,0.00128748634441715,"YY2","YY2 transcription factor"
"ENSG00000276709",641.412807904724,-0.568054474157281,0.159577055565545,8.15772631973388e-05,0.00128748634441715,"LOC124900586","putative pyridoxal-dependent decarboxylase domain-containing protein 2"
"ENSG00000171223",537.925824293912,-0.808886348951989,0.239530977915989,8.4593390477057e-05,0.00132432411298565,"JUNB","JunB proto-oncogene, AP-1 transcription factor subunit"
"ENSG00000198680",8.38466721577528,-4.68584769577876,1.51059213345167,8.86249258857905e-05,0.00138063732580903,"TUSC1","tumor suppressor candidate 1"
"ENSG00000243232",346.826905073413,0.871788935590218,0.263077257173132,9.29372744750035e-05,0.00144075443064176,"PCDHAC2","protocadherin alpha subfamily C, 2"
"ENSG00000198938",60918.4805824249,0.470551933432323,0.129223177713678,0.000101029462638782,0.00155860015663131,"MT-CO3","cytochrome c oxidase subunit III"
"ENSG00000248919",163.594849540968,-0.80147460903074,0.241074558506627,0.000103693271707739,0.00159196723423765,"ATP5MF-PTCD1","ATP5MF-PTCD1 readthrough"
"ENSG00000173581",340.129803022539,-0.663162482246848,0.194344694224868,0.000105841440025302,0.00161713507884813,"CCDC106","coiled-coil domain containing 106"
"ENSG00000179431",553.017539872867,-0.660314886952942,0.193982862489681,0.000107281634091512,0.00163129680929581,"FJX1","four-jointed box kinase 1"
"ENSG00000212907",35375.6234903496,0.502155634085083,0.14173527694061,0.00011445713734834,0.00173211801187155,"MT-ND4L","NADH dehydrogenase subunit 4L"
"ENSG00000185163",608.268063449166,-0.68438519831191,0.203474030253493,0.000118432109969752,0.00178377841461551,"DDX51","DEAD-box helicase 51"
"ENSG00000183684",1823.9225738481,-0.519417012398323,0.148461842548696,0.000121361732633868,0.00181928106750204,"ALYREF","Aly/REF export factor"
"ENSG00000166848",667.292831980172,0.519831478908036,0.149132897384266,0.000128516526316836,0.00190929389124693,"TERF2IP","TERF2 interacting protein"
"ENSG00000166848",667.292831980172,0.519831478908036,0.149132897384266,0.000128516526316836,0.00190929389124693,"LOC105371348","uncharacterized LOC105371348"
"ENSG00000280670",61.3167915643102,-1.32190788455545,0.431640709108171,0.000128567933520089,0.00190929389124693,"CCDC163","CCDC163 homolog"
"ENSG00000125148",12400.296178918,0.544871917017058,0.158058888499081,0.000138272945571001,0.00203440472696594,"MT2A","metallothionein 2A"
"ENSG00000142684",461.727621553053,-0.581889358846472,0.170819720809486,0.000137772874624737,0.00203440472696594,"ZNF593","zinc finger protein 593"
"ENSG00000117000",811.881181740254,-0.562456965979979,0.164566741493179,0.000140387315992968,0.0020559948858325,"RLF","RLF zinc finger"
"ENSG00000007968",340.493206014882,-0.669017082603733,0.201544138614332,0.000144695939455957,0.00210937475041757,"E2F2","E2F transcription factor 2"
"ENSG00000130766",356.971344215767,0.583261084404576,0.172652639187714,0.000153479756121191,0.00221708484069611,"SESN2","sestrin 2"
"ENSG00000183770",202.900255191881,0.778352173078032,0.241023828283934,0.000152806154507395,0.00221708484069611,"FOXL2","forkhead box L2"
"ENSG00000181222",7368.13083013537,-0.495073979092967,0.14375776109611,0.000161495395384898,0.00232231840060274,"POLR2A","RNA polymerase II subunit A"
"ENSG00000130176",13.4927633905026,-2.56599208192473,0.890275957634547,0.000166515708824384,0.00238372487677429,"CNN1","calponin 1"
"ENSG00000162545",128.756064269113,-0.830894500891513,0.26446610371406,0.000180541350809733,0.00257291664965619,"CAMK2N1","calcium/calmodulin dependent protein kinase II inhibitor 1"
"ENSG00000288920",1324.9754480476,-0.528821379158055,0.156834275680229,0.000185799087682533,0.00263602455649594,"RPSA2","ribosomal protein SA 2"
"ENSG00000165474",634.045719153361,0.548550248487576,0.163788914724598,0.000190281458402155,0.00267916461039569,"GJB2","gap junction protein beta 2"
"ENSG00000184524",74.9043610990752,-1.01582787044135,0.335013621999741,0.000190525865937516,0.00267916461039569,"CEND1","cell cycle exit and neuronal differentiation 1"
"ENSG00000132394",340.304726321965,0.770234816191396,0.243334834347149,0.000192422912806676,0.00269392077929347,"EEFSEC","eukaryotic elongation factor, selenocysteine-tRNA specific"
"ENSG00000102359",158.785770514261,0.851446630945794,0.275485808612069,0.000202145731165732,0.0028176277791434,"SRPX2","sushi repeat containing protein X-linked 2"
"ENSG00000278259",1597.25941796621,-0.484419797912866,0.144333654120445,0.000214315069500228,0.00297420651035688,"MYO19","myosin XIX"
"ENSG00000288864",184.52560900575,-0.728003680420714,0.230557064523314,0.000215670727927348,0.0029800068406657,"ARHGAP11A-SCG5","ARHGAP11A-SCG5 readthrough"
"ENSG00000180730",88.2393944293593,-0.99553264506933,0.333811527984917,0.000227625308345091,0.00313157242389913,"SHISA2","shisa family member 2"
"ENSG00000179546",303.912231617842,-0.578954749329518,0.177476077694299,0.000230055273107771,0.00315136059455386,"HTR1D","5-hydroxytryptamine receptor 1D"
"ENSG00000177606",1083.78096751679,-0.617263838441065,0.191491021484488,0.000231872228914718,0.00316261778322306,"JUN","Jun proto-oncogene, AP-1 transcription factor subunit"
"ENSG00000166710",5596.29565214024,0.486875222603351,0.145416220525748,0.00023718627726789,0.0032075659113079,"B2M","beta-2-microglobulin"
"ENSG00000247746",66.5105075543283,1.14007208294424,0.39187394092421,0.000236676891425703,0.0032075659113079,"USP51","ubiquitin specific peptidase 51"
"ENSG00000110328",188.955187335361,-0.766493268293679,0.248068845898776,0.000245776118730529,0.00329568145707013,"GALNT18","polypeptide N-acetylgalactosaminyltransferase 18"
"ENSG00000198796",13.1253212789192,-2.41747596415225,0.888597148332504,0.000245720069257048,0.00329568145707013,"ALPK2","alpha kinase 2"
"ENSG00000274750",14.715512275765,-2.44402275157012,0.940002258633342,0.000250745690743189,0.00334819245874728,"H3C6","H3 clustered histone 6"
"ENSG00000263513",60.3177189006141,-1.09683034668615,0.380047972115101,0.000269373862272963,0.00358188340712751,"FAM72C","family with sequence similarity 72 member C"
"ENSG00000263513",60.3177189006141,-1.09683034668615,0.380047972115101,0.000269373862272963,0.00358188340712751,"FAM72D","family with sequence similarity 72 member D"
"ENSG00000183751",944.987515280598,-0.628499622726363,0.198525303865706,0.000271632521034738,0.00359686729936832,"TBL3","transducin beta like 3"
"ENSG00000103187",8812.08246114218,0.418214926185779,0.120786659026596,0.000292803315031991,0.00386111591357539,"COTL1","coactosin like F-actin binding protein 1"
"ENSG00000204574",3424.88778844253,-0.365267494110683,0.107151503842058,0.000295476868804095,0.003880270615948,"ABCF1","ATP binding cassette subfamily F member 1"
"ENSG00000143067",290.50805338714,-0.58017611961947,0.182080215389353,0.000297057510710879,0.0038849743581859,"ZNF697","zinc finger protein 697"
"ENSG00000160888",1267.02623067956,-0.564615204726593,0.177765444990812,0.000322481367137013,0.00420018764246486,"IER2","immediate early response 2"
"ENSG00000277586",5.10656637365799,-0.276983916513303,0.534181847453794,0.000333651582845119,0.00432793767461955,"NEFL","neurofilament light chain"
"ENSG00000124249",104.64577494932,0.842356258414553,0.286289470514583,0.00033944747355983,0.00436746587438518,"KCNK15","potassium two pore domain channel subfamily K member 15"
"ENSG00000237649",2098.67530791757,-0.425914154665899,0.128853065882229,0.000339409786693196,0.00436746587438518,"KIFC1","kinesin family member C1"
"ENSG00000169105",621.887956905187,0.529686154785676,0.165844084368443,0.000346997385304031,0.00439936021453864,"CHST14","carbohydrate sulfotransferase 14"
"ENSG00000174013",1499.80596829727,0.644995410804233,0.209183142709124,0.000346184171166329,0.00439936021453864,"FBXO45","F-box protein 45"
"ENSG00000175938",233.857039893572,0.692445653285365,0.227384152997922,0.000344930177269905,0.00439936021453864,"ORAI3","ORAI calcium release-activated calcium modulator 3"
"ENSG00000196611",27.0402434829811,-1.66002965162398,0.624278808097337,0.000347463629279169,0.00439936021453864,"MMP1","matrix metallopeptidase 1"
"ENSG00000145040",11.5140433852727,-2.41437252086753,0.905821967195735,0.000359764501791043,0.00453703010592038,"UCN2","urocortin 2"
"ENSG00000186212",29.3504374855135,1.55622986394457,0.584568067318536,0.000369961917578609,0.00464718962080957,"SOWAHB","sosondowah ankyrin repeat domain family member B"
"ENSG00000167676",112.502299483742,0.933056218157094,0.330564253220579,0.00041033265548556,0.00513400464225634,"PLIN4","perilipin 4"
"ENSG00000109436",613.175269387198,0.533476995160643,0.170431717183895,0.00042437183739116,0.00528883803619257,"TBC1D9","TBC1 domain family member 9"
"ENSG00000188211",306.8508207387,-0.532312273456433,0.171309938447614,0.000452238399254819,0.00561411575324928,"NCR3LG1","natural killer cell cytotoxicity receptor 3 ligand 1"
"ENSG00000184489",150.594842215977,0.788560388855716,0.2740920585532,0.000458439275541036,0.00566894948509499,"PTP4A3","protein tyrosine phosphatase 4A3"
"ENSG00000174579",1233.7299061539,0.572656310616362,0.18724257096578,0.000468607535941425,0.0057722277101622,"MSL2","MSL complex subunit 2"
"ENSG00000183496",76.7234762861306,-0.882315792433403,0.31568615213823,0.00048307066343274,0.00592740759995848,"MEX3B","mex-3 RNA binding family member B"
"ENSG00000070761",571.604028009655,0.468222753006863,0.148309904509025,0.00049002308982676,0.00598958992103631,"CFAP20","cilia and flagella associated protein 20"
"ENSG00000119227",87.7435860480629,0.951801033770267,0.347131210336013,0.000493561653810806,0.0060097277234128,"PIGZ","phosphatidylinositol glycan anchor biosynthesis class Z (Gwada blood group)"
"ENSG00000204348",145.118925340382,1.01125290615521,0.374231609376657,0.000501518458520676,0.00608330405030041,"DXO","decapping exoribonuclease"
"ENSG00000215784",642.977786832444,-0.539378960194922,0.176833513114331,0.000525257521680522,0.00634702815171368,"FAM72D","family with sequence similarity 72 member D"
"ENSG00000243566",41.1456638802374,1.17566825105218,0.453596524777948,0.00055784570387504,0.00671527896558666,"UPK3B","uroplakin 3B"
"ENSG00000275740",232.738287031056,-0.829767985942297,0.299764724502616,0.00056978614442575,0.00683313346032088,"RBM27-POU4F3","RBM27-POU4F3 readthrough"
"ENSG00000183161",288.158185041336,0.562972911926815,0.187303078032341,0.00057374693215487,0.00685476597890291,"FANCF","FA complementation group F"
"ENSG00000142632",217.744630840974,-0.657567465995356,0.226286855057069,0.000576324506257701,0.00685977258759166,"ARHGEF19","Rho guanine nucleotide exchange factor 19"
"ENSG00000188229",7574.30034363874,-0.441938827912942,0.141291142336494,0.000588181262733597,0.00697477631704243,"TUBB4B","tubulin beta 4B class IVb"
"ENSG00000248527",2716.5923371535,0.456779986842914,0.146866640940486,0.000598127840749611,0.00706635791041734,"MTATP6P1","MT-ATP6 pseudogene 1"
"ENSG00000165512",316.839673739226,-0.636760333631715,0.219809332178649,0.000627351908152539,0.00738416431151396,"ZNF22","zinc finger protein 22"
"ENSG00000197122",533.304231552499,0.570471917885416,0.193569227991428,0.000671481527301283,0.00787442174820471,"SRC","SRC proto-oncogene, non-receptor tyrosine kinase"
"ENSG00000111843",2222.70423739524,0.457983688484705,0.148998841248112,0.000685658632297355,0.00801111446118012,"TMEM14C","transmembrane protein 14C"
"ENSG00000123091",1715.67959358419,-0.45662560339949,0.14996629001109,0.000728349239590094,0.008417536529823,"RNF11","ring finger protein 11"
"ENSG00000165424",205.494491131336,0.627220765085453,0.219182346207543,0.000728389724890285,0.008417536529823,"ZCCHC24","zinc finger CCHC-type containing 24"
"ENSG00000181585",9.67848645554629,2.69282671054147,1.1154990787711,0.000726682717599408,0.008417536529823,"TMIE","transmembrane inner ear"
"ENSG00000165943",213.709868528654,0.619807104130895,0.216414447262928,0.000741051747840733,0.00853283498057192,"MOAP1","modulator of apoptosis 1"
"ENSG00000075461",672.191528489731,-0.454457123893256,0.150208343116765,0.000784763180246012,0.00897114167921521,"CACNG4","calcium voltage-gated channel auxiliary subunit gamma 4"
"ENSG00000178726",58.910207760312,0.961779958997365,0.373284354984144,0.00078461782723092,0.00897114167921521,"THBD","thrombomodulin"
"ENSG00000158825",67.9620311369346,0.903642063776154,0.346725141479454,0.00080165632176329,0.00913141143571231,"CDA","cytidine deaminase"
"ENSG00000164099",33.3654156950226,1.77988484791092,0.920051982994073,0.000865549984496845,0.0098239923240392,"PRSS12","serine protease 12"
"ENSG00000138650",4.48802585367222,-0.207849827068557,0.428275759835051,0.000880973561444967,0.00996346611484735,"PCDH10","protocadherin 10"
"ENSG00000204839",57.4633364691437,-1.18763425283299,0.49357417969634,0.000893817606411775,0.0100728806850235,"MROH6","maestro heat like repeat family member 6"
"ENSG00000156253",487.782086433464,0.528755882749564,0.182389720548691,0.000904484584894722,0.0101570742430934,"RWDD2B","RWD domain containing 2B"
"ENSG00000198892",325.924094327017,0.598454864722756,0.213237570769995,0.000938597376474609,0.0105030368395645,"SHISA4","shisa family member 4"
